"LOCATION","INCOME_CLASS","MEAN_RATE_NEO","MEAN_RATE_NEO_U5","FERTILITY_RATE_LAGGED","PLUS_65_YEARS_LAGGED","GDP_PPP_LAGGED1","TAX_PPP_LAGGED2","PUBLIC_EXP_LAGGED2","PROP_PUBLIC_HEALTH_EXP_LAGGED2","OOP_PPP_LAGGED3","GINI_LAGGED","POVERTY_GAP_LAGGED","INFLATION_LAGGED","UNEMPLOYMENT_LAGGED","BASIC_SANITATION_LAGGED","BASIC_WATER_LAGGED","UNEMPLOYMENT_FEM_LAGGED","SCHOOL_FEM_LAGGED","WOMEN_PARLIAMENT_LAGGED","SCHOOL_LIFE_EXP_LAGGED","OUT_OF_SCHOOL_LAGGED","CONTROL_CORRUPTION_LAGGED","GOV_EFFECTIVENESS_LAGGED","POLITICAL_STABILITY_LAGGED","REGULATORY_QUALITY_LAGGED","RULE_OF_LAW_LAGGED","UNDERNOURISHMENT_LAGGED","DOCTORS_LAGGED","DELIVERY_ASSISTANCE_LAGGED","AIDS_PREVALENCE_LAGGED","MALARIA_INCIDENCE_LAGGED","DPT_LAGGED","HOSPITAL_BEDS_LAGGED","ELECTRICITY_LAGGED","URBAN_RATE_LAGGED","SURFACE","pop","POP_DENS","LONG","LAT"
"Finland","H",1.19535139401805,1.05628522242082,1.59281370596093,0.194854501710416,40178.8316433865,79355.9099777066,21707.5316362243,0.144474072904652,708.369638867679,22.2,0.0333333333333333,1.77593953142939,8.18166669209798,99.447895986178,100.000000754982,7.50766674677531,8.06232,42.5,7.75694,1.39337666666667,2.201054,2.131014,1.35604466666667,1.85493233333333,1.99615466666667,2.5,3.32473333333333,99.75,0.1,0.00469291885474007,98.3333333333333,5.1,100,85.047,338420,5454622.67339361,16.1179087329165,26.2117646102964,64.5040940396365
"France","H",2.08501369936976,1.58850318209474,1.86458855688847,0.176751280626433,33999.0765279096,76234.5213467455,18682.4208031983,0.193811822990752,442.698886144227,26.4666666666667,0,1.10855654564495,9.8709996541341,98.6531636517354,99.9948483257682,9.72499974568685,7.38009333333333,26.632004621606,7.34679,2.13966333333333,1.366687,1.408426,0.434751366666667,1.12208466666667,1.45185866666667,2.5,3.1936,97.9,0.3,4.93308474949941,98.6666666666667,6.5,100,79.1356666666667,549086.9921875,64743577.1534907,117.911329306053,-2.87669669927055,42.4607043266338
"Gabon","UM",16.2422251041667,14.8530423395302,3.02899669580286,0.0395004404138424,2708490.26236995,3311175.53219521,600298.138733006,0.000345982525325083,79.513022566501,37.1,6.1,2.61610562137824,20.4089997609457,46.1957472276177,84.7836666818335,28.9176661173502,4.34860333333333,15.5263157894737,4.6145,9.35546666666667,-0.683064333333333,-0.793275866666667,0.257645633333333,-0.674916533333333,-0.506054633333333,16.2,0.0477333333333333,89.3,3.96666666666667,268.035305971609,77,0.6,88.3066467285156,87.147,267670,1585569.93096613,5.92359969726204,11.687751174902,-0.647048139804029
"Georgia","LM",5.93160122898229,4.7895762340324,1.92646144682612,0.143942171621447,8689.26532815198,16706.0217884623,2225.883733063,0.117939808425647,420.36139896373,29,1.73333333333333,0.537698279859112,18.8356666564941,90.9846742781057,96.8214842756542,16.3093331654867,5.86567,12,5.79131,1.82297,0.552134766666667,0.5600792,-0.481109233333333,0.7947585,0.0568022666666667,4.7,4.59223333333333,99.8666666666667,0.2,0,92,2.55,99.9661661783854,56.685,69700,3859713.48928099,55.3760902335867,43.4815426540903,42.162015014153
"Germany","H",1.99224601834943,1.39279147008311,1.40864924151516,0.206544572228983,38846.1424152155,42171.3099896474,16279.8739609429,0.252856002842658,648.169298933638,24.6,0,1.47333661674643,5.19700002670288,99.2247939733919,100.000000801133,4.90633344650269,8.73229666666667,35.2677947616857,8.93770333333333,3.17771333333333,1.827256,1.622427,0.8762639,1.59740633333333,1.72376066666667,2.5,4.00433333333333,98.5,0.2,0,93.6666666666667,8.25,100,77.18,357296.666666667,82027797.9534048,229.578962263119,10.2884850927429,51.1337226904078
"Ghana","LM",23.7511451229659,29.8211362064033,3.42275361565023,0.034459881458481,5044.15688170856,5822.88985011368,791.623888810895,0.0689921914965477,42.4973900391083,31.8,3.4,11.427386133485,6.24433326721191,15.848501137159,77.3934644430544,6.27133337656657,3.84517333333333,10.9090909090909,4.03193666666667,13.61787,-0.138460033333333,-0.142588,0.0281643666666667,0.0689788,0.0706273666666667,7.33333333333333,0.1321,70.8,1.83333333333333,346.445346048174,93.3333333333333,1.15,72.7621866861979,52.7466666666667,238540,27352977.1527632,114.668303650386,-1.2369685557064,7.92865181309965
"Greece","H",2.2273823322899,1.81409100433723,1.38714983046174,0.202146280347319,16677.0398971821,41636.3284591655,8336.02875596781,0.158927625465612,727.428245993246,26.3666666666667,0.566666666666667,-0.243950449260361,26.1319993336996,98.7369804083595,99.9959693188108,29.9396667480469,6.12260333333333,21,6.24673666666667,6.17234,-0.118973766666667,0.3925297,-0.176345466666667,0.496565166666667,0.418043,2.5,4.52216666666667,96.6,12.5,0,99,4.4,100,77.3536666666667,131960,10798954.2409249,81.8350579033412,22.7198134470951,39.066715899714
"Guatemala","LM",8.57729123191061,13.7222380301605,2.69598212643341,0.0483059647949678,29896.3312583222,29077.9578387642,3408.10546343471,0.0488726256386204,228.114382749485,38,2.6,3.84784685207387,2.83300002415975,64.8665849671711,92.2928683944602,3.49600005149841,3.12867333333333,13.2911392405063,3.23690666666667,27.4476833333333,-0.672460266666667,-0.729157933333333,-0.6545133,-0.189358466666667,-1.04067566666667,18.0666666666667,1.81216666666667,62.8,0.4,0.570084402203377,84.6666666666667,0.6,86.7199381401367,49.315,108890,15626610.2627212,143.508221716606,-90.3694583605315,15.6993606120269
"Hungary","H",2.15020805584047,2.03627806850103,1.41965779382795,0.175092942208483,3738559.53206914,7911675.95417097,1640458.85023913,0.000739505875373773,484.498385666803,24.1,0.2,2.38592624990973,9.63466660181682,97.9999133592883,99.9699751201088,9.55266666412351,8.09229333333333,9.22227718905407,8.09473333333333,3.13172,0.2808324,0.605751233333333,0.714115233333333,0.882048566666667,0.566636033333333,2.5,3.2263,99.1,0.1,4.93308474949941,99,7,100,69.9526666666667,93030,9876557.84871108,106.165299889402,19.3576286277459,47.1999511719543
"Iceland","H",1.49468569560814,0.882956234404936,1.89525450830571,0.130626952808672,7633160.24308569,21693280.099072,3034201.69013386,0.00108637276826117,639.541430392426,22.3,0,3.70093131346094,5.42433325449626,98.783982286324,99.9999996024561,5.17466672261556,8.15782,39.6825396825397,8.07236,1.47659666666667,1.87545066666667,1.49082566666667,1.25971366666667,1.15909133333333,1.68522833333333,2.5,3.56923333333333,97.9,0.2,5.31680621061378,90,3.23333333333333,100,93.6333333333333,103000,323416.654541569,3.13996751982106,-18.7610287708318,65.074276335291
"India","LM",24.3578738846798,12.5520443318862,2.20624290770993,0.0572535893625396,98363.4843559104,92670.2916348868,23480.4153842744,0.00202015886289234,96.8329079671145,24,2.13333333333333,8.85776115370836,5.64366658528646,49.1733342404608,89.4043930885259,5.62266667683919,4.93257,11.1454655019965,4.92865333333333,14.87672,-0.486233733333333,-0.1827117,-1.172132,-0.463725833333333,-0.0641753,15.8333333333333,0.7137,81.1,0.433333333333333,10.0703427295078,83.3333333333333,1.1,80.2462076822917,32.007,3287259.6875,1288371160.73606,391.928622382701,79.5937037632538,22.9250064074085
"Indonesia","LM",13.9438591019379,12.5290871769009,2.01183292841745,0.0517398116456288,37542975.9233336,35415825.2892329,5760394.3331761,0.0000189746474531698,105.03899593061,32.1,1.13333333333333,5.69564623539437,4.28433322906494,65.6226405046171,86.5302485497655,4.31133317947388,4.90055333333333,18.026598026598,4.91361,13.8837933333333,-0.6051243,-0.169621466666667,-0.5097838,-0.193954366666667,-0.482876866666667,9.16666666666667,0.30965,85.25,0.133333333333333,7.97097718710294,89,0.9,96.4914194353847,51.9553333333333,1910930.3125,247824599.030229,129.687931270507,117.423407562274,-2.22173793652054
"Ireland","H",2.07908719095556,1.26613080154285,1.81261673799219,0.122000955255681,60969.2338156677,106479.688722655,15930.3732296659,0.232923990196605,690.957540571988,25.6333333333333,0.3,0.795822053019612,13.6810000737508,90.8475118857091,97.3488655808196,12.0156666437785,5.919745,15.4618473895582,5.85302,0.311355,1.53571,1.54318966666667,0.965046466666667,1.639583,1.74839766666667,2.5,3.6343,99.7666666666667,0.2,0.564696776334724,95.6666666666667,2.8,100,62.141,70280,4745325.12070415,67.5202777561774,-8.01023654487701,53.1805912099501
"Israel","H",1.76008386722663,1.4838230440917,3.03417523126773,0.105275071813212,150769.307838148,338762.48822687,55904.1965248341,0.0314763742265826,555.485084732426,28.9,0.25,1.24688393992397,6.31833330790202,99.9999976582769,99.9999976582769,6.37766679128011,6.23266666666667,21.6666666666667,6.17269666666667,0.03501,0.896207133333333,1.24572433333333,-1.073308,1.186756,1.0067538,2.5,3.487,99.5,0.2,0.00655941504473572,95,3.1,100,92.0316666666667,22070,8318796.10256187,376.927779907652,35.003851206429,31.4849193900197
"Italy","H",1.78411722674165,1.2901940734704,1.32493173825422,0.210246023410022,27986.9429235225,67212.8376170204,13410.369248623,0.184941903464085,698.610115067468,25.9333333333333,0.933333333333333,1.50080139494585,11.8289998372396,98.7702456548899,99.4876642355302,12.897333463033,8.12927,28.0952380952381,8.16163666666667,0.170976666666667,0.0293897,0.417765966666667,0.487294033333333,0.725529266666667,0.394537333333333,2.5,3.88686666666667,99.9,0.3,7.97097718710294,96,3.4,100,68.9783333333333,301340,60764673.9976824,201.648217952089,12.1407883722359,42.7511830529643
"Jamaica","UM",12.8034921400337,3.2235382931177,1.5720378088151,0.0845752461210536,303320.689950736,698827.437266331,77423.8860735769,0.00192915266362116,40.2002020387547,32.7333333333333,0.4,8.17755226566915,14.3070001602173,86.1841863779259,90.3407934821327,18.7839997609456,4.264965,12.6984126984127,4.105565,19.362665,-0.277393333333333,0.0636441666666667,0.109125,0.205599233333333,-0.335952333333333,10.0666666666667,0.4005,99,1.5,4.93308474949941,93.6666666666667,1.7,94.9620417277018,54.3553333333333,10990,2776797.17012392,252.665802559046,-77.3242548016489,18.1376361278684
"Japan","H",0.881811235273305,1.64781109357289,1.35183990220874,0.248409283403634,4274234.63719031,4711530.19101791,1640481.43078158,0.00225205375101041,529.782798149495,26.4,0.2,1.01881844999851,3.96666669845581,99.9255465859311,98.849375,3.67966667811076,7.22801666666667,8.05555555555556,6.30258,4.82485666666667,1.65909266666667,1.615396,0.978727433333333,1.13420966666667,1.46770333333333,2.5,2.30765,99.8,0.1,0,96.3333333333333,13.4,100,91.226,377961.328125,129645057.254985,343.011434260038,138.064962132708,37.6631108117046
"Jordan","LM",9.0130541152358,6.56243414057642,2.94454123669713,0.0344562915579066,2929.0173492,4402.83786876582,905.403074677909,0.398349005603519,146.500028543404,38,0.533333333333333,4.07977725315529,12.233333269755,97.6882477933794,99.0634024379698,20.9380003611247,4.34860333333333,11.6651651651652,4.28596666666667,28.1078,0.0919124,0.0188827,-0.5567728,0.135334666666667,0.408759666666667,8.83333333333333,2.19925,99.6,12.5,0.000220423567130466,98,1.83333333333333,99.8091761271159,89.1033333333333,89320,8727594.65090919,97.711538859261,36.7794549063252,31.2454905847484
"Kazakhstan","UM",5.70678859505837,6.82335534755638,2.51824582317224,0.0649559690257063,729036.983604181,606967.020728583,135889.100704545,0.00091390326643093,47.8204758274333,22.6666666666667,0,5.88363410463021,5.1833332379659,97.6013872250934,93.2738263773202,6.0103333791097,7.44866,24.6051740484897,7.37492333333333,0.16934,-0.892858866666667,-0.338569833333333,-0.258303566666667,-0.3311869,-0.6580899,2.7,3.9472,99.99,0.166666666666667,0,97.3333333333333,6.85,99.9381637573242,57.0456666666667,2724901.875,16915083.0932747,6.20759347280155,67.2846109811001,48.1916607521823
"Kenya","LM",19.4507346308624,21.339767419193,3.39933013776712,0.0273913885193654,91055.082327344,125994.70794138,21056.1139806583,0.00244309031522538,25.3910547769341,39.2,38.7,7.32447201489601,2.84833335876465,30.0601181462729,56.3350182549244,3.0423333644867,0.86941,15.8452380952381,2.55018,55.90618,-1.0193628,-0.437953933333333,-1.25753966666667,-0.305425933333333,-0.650594566666667,22.3,0.1897,61.8,5.36666666666667,79.901949797426,91,0.7,32.6084855397542,24.797,580370,43864373.6223563,75.5800155458695,37.7915552866614,0.595966252176952
"Kyrgyz Republic","LM",11.0409999208487,6.78601178684991,2.75463714781171,0.0437091451643182,50544.9139742838,74554.4061436834,17213.2291628608,0.00360616500681654,81.2146920375829,23.3,0.366666666666667,5.63881389558305,8.27000013987223,96.3077053201173,86.2654870009672,9.54199981689453,6.29702666666667,23.3333333333333,6.28036666666667,8.79649,-1.14680433333333,-0.722271133333333,-0.8758803,-0.359927933333333,-1.05520073333333,7.3,2.24556666666667,98.8333333333333,0.166666666666667,0,96.3333333333333,4.55,99.777158610026,35.525,199949.00390625,5916009.99800755,29.5875942486885,74.6204048109256,41.5068937131826
"Latvia","H",2.16880994386439,2.20392392888726,1.6303872884932,0.188056302589744,13346.2158605137,27814.5739894004,4516.93635186843,0.183081787775064,451.870146963001,26.6666666666667,0.5,0.949608367406807,12.5866664250692,90.8753087597097,98.4204534268871,11.6379998524984,6.34224666666667,21.3333333333333,6.39099333333333,1.46198666666667,0.329746666666667,0.895341866666667,0.511510133333333,1.07737166666667,0.808569833333333,2.5,3.13483333333333,98.3666666666667,0.366666666666667,2.75391405512311,92.3333333333333,5.85,100,67.9246666666667,64486.6666666667,2031299.93291747,31.4995337472987,24.8332961498034,56.8071751342792
"Lebanon","UM",4.98350815328301,4.7091084147264,2.74817279380085,0.0865138583639604,10807271.2371443,14171288.166731,2998405.75137174,0.000151987858564116,316.318573458737,26.3666666666667,0,4.41903275107331,6.42766666412354,92.2364102564103,91.3430201053221,10.5346666971842,6.34224666666667,3.125,6.30804,4.82485666666667,-0.943569333333333,-0.372505666666667,-1.68436866666667,-0.148128066666667,-0.764325266666667,12.2333333333333,2.16105,99.9,0.1,0.752145186828953,83,3.1,99.9994354248047,87.791,10450,4853491.65285742,464.448961995925,35.8709863200164,33.9118272078199
"Lesotho","LM",29.0518861878013,36.4005415089979,2.69955429923506,0.0439465719729528,11745.1751067987,34920.0316734424,5373.79080337089,0.0276286522652573,32.239919935266,37.4,2.6,5.42894840881648,24.7843335469564,35.5255542283004,68.264591229733,29.4389998118083,3.52196,26.6666666666667,3.05635333333333,9.61628666666667,0.195848566666667,-0.449273866666667,0.0931538,-0.4298619,-0.218882066666667,16.7,0.1321,77.9,24.5666666666667,60.7807844519415,92,0.966666666666667,24.8712173461914,26.1023333333333,30360,2005883.26045481,66.0699361151123,28.1701052951705,-29.625290493692
"Lithuania","H",1.84513468971662,2.34541706268545,1.59252170824666,0.1815052482065,13985.0999525144,20850.5569487261,4276.24048497402,0.281934926299142,494.961463051077,27.6,0.633333333333333,1.41374005021379,11.9443333943685,91.1769255730422,95.6603365923286,10.426666577657,8.37821333333333,24.2291273364288,8.52092333333333,0.0981933333333333,0.459628266666667,0.882599833333333,0.830959533333333,1.15728633333333,0.875198733333333,2.5,4.19776666666667,100,0.1,0,93,7.35,100,66.986,65295.3336588542,2980483.37384477,45.6461925658696,23.8806402758435,55.2843194847661
"Luxembourg","H",1.3623980617467,1.11059511476357,1.46244700088526,0.14072081662302,91338.227550885,223988.382377742,37676.4578910283,0.128277725105441,609.428832362616,24.9666666666667,0.0666666666666667,1.67514175857085,5.61333338419596,97.6218274619581,99.9656819334708,6.02066659927368,7.21534,26.1111111111111,7.11689,4.22209666666667,2.10641666666667,1.65213566666667,1.348497,1.72628666666667,1.84056366666667,2.5,2.84216666666667,99.2,0.2,0,99,5.06666666666667,100,89.569,2590,537506.916699568,207.531628069331,5.965223432344,49.765705074151
"Madagascar","L",23.4199514173553,33.9836284462893,4.2974176516426,0.0231321534259267,691081.465860686,550338.752856925,94815.6471610441,0.000325948136293901,9.89204436811367,33.5,38.7,5.87356063243778,0.953999996185303,8.99157826722654,49.5944640711057,0.986333330472311,2.68868,18.5008263067106,2.758095,47.677385,-0.75317,-1.17317733333333,-0.5844554,-0.634691666666667,-0.853026433333333,33.5333333333333,0.1591,44.3,0.133333333333333,60.7807844519415,72.3333333333333,0.6,16.4096725463867,33.8796666666667,587295,22926004.649277,39.0366079215334,46.6911709147164,-19.3561140778288
"Malawi","L",25.5880169396868,34.7944525178091,4.0245852775827,0.0282759284326486,72310.2717734337,91067.885936058,16430.1822461519,0.00165940108320073,2.66531425091802,50.5,8.4,24.1155544272267,5.92033338546753,24.9402128344174,65.1365656381134,6.9366668065389,2.18047666666667,20.4087507196316,2.33504,18.730795,-0.6100487,-0.528877466666667,-0.0424676,-0.7293907,-0.222454333333333,17.0666666666667,0.1658,87.4,10.1666666666667,272.957985017817,92,0.9,9.43333333333333,15.97,118480,15586988.2615664,131.55796979715,34.1936053269224,-13.1728349923419
"Malaysia","UM",3.6450613931017,2.84044221241165,2.04046634969163,0.0552694387927292,40557.3383346165,50461.1878168792,8794.55409018178,0.0584069598338601,280.200323260778,31.8,0,2.30385794863975,3.00999999046326,99.3763820943421,96.8244176830788,3.27333331108093,5.13889,10.3759868465751,4.97942333333333,10.7687433333333,0.3329897,1.01159923333333,0.104399433333333,0.681635866666667,0.496362966666667,3.36666666666667,1.332,98.8,0.4,2.75391405512311,97,1.9,99.9047536214193,72.9273333333333,330530.677083333,29220459.1356463,88.4046812038548,109.69814844863,3.72558842577372
"Mali","L",40.1651454268265,76.2830541698173,6.22819318618537,0.0297671871027796,266519.156573677,369899.96472869,54171.2851128095,0.000533835509452046,16.0546705287817,37.9,4.4,1.86673555380897,6.92366679509481,33.1405300049881,71.4875999506143,7.46999994913737,2.188885,9.86394557823131,2.55018,47.677385,-0.785627433333333,-0.999583966666667,-1.82349333333333,-0.5030735,-0.688202266666667,7,0.1071,58.6,1.36666666666667,443.157967301385,65,0.6,29.2106697082519,38.3976666666667,1240190,17621585.9380829,14.2087792500205,-3.54329433945334,17.2677720617007
"Mexico","UM",7.61337324945457,7.16747307682478,2.14141692732998,0.0664036714092078,140685.261004092,166684.691558866,34704.8727141886,0.0129027574672819,337.378702361375,39.2,1.15,3.97883886298724,4.8700000445048,87.6218401756447,97.3431486817961,4.89333327611287,5.88084666666667,37,5.72702,4.82485666666667,-0.561847733333333,0.294749,-0.743532266666667,0.457342,-0.500467266666667,4.33333333333333,2.15853333333333,97.6,0.3,0.262831948799107,89.6666666666667,1.55,99.3444328401693,78.699,1964380,118139807.689881,60.141015327931,-102.576349523987,23.9353719022448
"Mongolia","LM",9.49852927624518,8.10866972278385,3.13336823162079,0.0368634789378041,5495889.34811154,5490100.5131958,1762660.30860237,0.000115152238846392,93.9229508194816,25.85,0.05,12.3583241347946,4.31133325894674,57.0277495844434,79.7916906758912,4.12800002098084,6.61811,14.8648648648649,7.80857333333333,1.47659666666667,-0.4960318,-0.540044666666667,0.5847856,-0.267312033333333,-0.363859533333333,18.6,3.09963333333333,98.9,0.1,79.901949797426,98.6666666666667,7,80.4212275187175,68.0966666666667,1564120,3014732.67798164,1.92743055390995,102.946406208466,46.8236811262636
"Morocco","LM",11.5153931638846,7.46824048006147,2.37639571442456,0.0562692673458998,26609.5144679414,54496.3038432178,7821.84543117386,0.019780115703425,195.577084142489,31.9,0.2,1.20336237386335,9.30666637420654,85.5287560548339,82.0568240258746,9.93599987030028,3.82561,16.9620253164557,4.15842,14.42826,-0.357850833333333,-0.0562746666666667,-0.469914,-0.1098806,-0.174090866666667,4.46666666666667,0.77275,97.9,0.1,0,99,0.966666666666667,94.7168584187825,59.6993333333333,446550,34404645.3281291,77.0454491728341,-8.42047954454969,29.8853946983021
"Mozambique","L",26.3178176330251,43.8493998763574,5.17353137780403,0.026292316561556,20597.3238853184,34685.9895608456,5779.91907655078,0.00756145170561446,3.03851357334588,45.5,28.6,3.14118527914294,3.40033332506816,24.4311099831244,46.7273340771173,3.49766659736633,1.55156333333333,39.2,1.65934333333333,39.9037533333333,-0.6147126,-0.655341466666667,-0.0574918333333333,-0.418735666666667,-0.737340366666667,23.5666666666667,0.0557,55.6,12.3,374.531192955223,84.6666666666667,0.3,20.7028484344482,33.3613333333333,799380,24999399.1868847,31.2734859352056,35.4726159786443,-17.2304489756597
"Myanmar","LM",21.5247241849416,20.2021769112674,2.47853984401383,0.0554960127859105,1525293.36137127,836488.670276843,293699.652865863,0.000224853245006542,94.4999666291101,31.8,6.1,4.02130708194858,0.788000007470449,65.8552369734726,75.7642998932297,0.922999997933706,3.143,5.88645693054046,3.10992,37.224825,-0.981866666666667,-1.419281,-1.05720933333333,-1.569802,-1.258071,12.8333333333333,0.5802,44.6,0.8,31.3385948654152,82.3333333333333,0.9,53.2935689290365,29.4576666666667,676590,52001176.6993743,76.8577376245205,96.5058409420616,21.0169998737738
